AIN0
0.122483819723129,
0.126514658331871,
0.128332495689392,
0.131968155503273,
0.134181171655655,
0.133706957101822,
0.133865028619766,
0.136631295084953,
0.138528153300285,
0.140345990657806,
0.142163828015327,
0.14263804256916,
0.142954185605049,
0.145009130239487,
0.145799487829208,
0.147380203008652,
0.148644790053368,
0.150620684027672,
0.151173949241638,
0.152833700180054,
0.156153216958046,
0.157022625207901,
0.159788891673088,
0.161527678370476,
0.163503587245941,
0.163345515727997,
0.162159964442253,
0.162476107478142,
0.165084302425385,
0.165321409702301,
0.163345515727997,
0.164056837558746,
0.164372980594635,
0.16816671192646,
0.174805760383606,
0.186582148075104,
0.205787926912308,
0.240247696638107,
0.274391323328018,
0.3272665143013,
0.398240983486176,
0.451669424772263,
0.52446174621582,
0.626813530921936,
0.716440558433533,
0.822665154933929,
0.899804413318634,
0.968170702457428,
1.03819680213928,
1.1073534488678,
1.1598334312439,
1.2032243013382,
1.23720979690552,
1.26526761054993,
1.29585468769073,
1.31853806972504,
1.34572649002075,
1.37781512737274,
1.3989177942276,
1.42934668064117,
1.46206772327423,
1.50553750991821,
1.54529273509979,
1.57082140445709,
1.58425760269165,
1.59389996528625,
1.59816789627075,
1.60828459262848,
1.61998188495636,
1.63017761707306,
1.63397133350372,
1.63468265533447,
1.63246965408325,
1.62804365158081,
1.62535643577576,
1.62511932849884,
1.62567257881165,
1.61516070365906,
1.60836362838745,
1.59785175323486,
1.59176599979401,
1.60188269615173,
1.62654197216034,
1.65080606937408,
1.67838966846466,
1.69648897647858,
1.7035231590271,
1.70676362514496,
1.70605230331421,
1.70763301849365,
1.71759152412415,
1.71680116653442,
1.71150577068329,
1.69901812076569,
1.69285321235657,
1.68494963645935,
1.67759931087494,
1.68526577949524,
1.68668842315674,
1.67894291877747,
1.6697746515274,
1.65807735919952,
1.66139686107635,
1.6808397769928,
1.6972793340683,
1.7126122713089,
1.74240899085999,
1.76580369472504,
1.78603684902191,
1.80437326431274,
1.82033860683441,
1.83535540103912,
1.84997713565826,
1.8612003326416,
1.87550580501556,
1.89415836334229,
1.90514433383942,
1.90838491916656,
1.89913761615753,
1.88261902332306,
1.86720705032349,
1.86270201206207,
1.86175358295441,
1.87724459171295,
1.88024795055389,
1.87234437465668,
1.83662009239197,
1.79971015453339,
1.7724426984787,
1.7667521238327,
1.77765905857086,
1.79054200649261,
1.79062104225159,
1.79156947135925,
1.797971367836,
1.81773042678833,
1.84341716766357,
1.86214876174927,
1.86222779750824,
1.85566771030426,
1.85171592235565,
1.85155785083771,
1.85756456851959,
1.86531019210815,
1.86610054969788,
1.86009383201599,
1.85124170780182,
1.84128320217133,
1.82926964759827,
1.82397425174713,
1.82018053531647,
1.81962728500366,
1.81528031826019,
1.80571687221527,
1.79488897323608,
1.78074145317078,
1.78082048892975,
1.77457666397095,
1.76667308807373,
1.75861132144928,
1.75442242622375,
1.74422681331635,
1.74557042121887,
1.75679349899292,
1.7695974111557,
1.78453516960144,
1.79014682769775,
1.79473090171814,
1.8178094625473,
1.84531402587891,
1.87115883827209,
1.89075982570648,
1.89992797374725,
1.89787304401398,
1.90546047687531,
1.93019890785217,
1.94158005714417,
1.95375168323517,
1.9497207403183,
1.91842246055603,
1.89139211177826,
1.86657476425171,
1.84808027744293,
1.83748948574066,
1.84681570529938,
1.84736895561218,
1.84302198886871,
1.82792603969574,
1.79741811752319,
1.78390288352966,
1.77710580825806,
1.7738653421402,
1.77181041240692,
1.77283787727356,
1.759401679039,
1.74153959751129,
1.7049458026886,
1.63665854930878,
1.53857469558716,
1.38769459724426,
1.27388262748718,
1.16963386535645,
1.08308935165405,
1.01092922687531,
0.924621820449829,
0.841712892055511,
0.760937929153442,
0.697629928588867,
0.63882702589035,
0.565876662731171,
0.494902193546295,
0.447243392467499,
0.412467479705811,
0.418316155672073,
0.424560010433197,
0.423611581325531,
0.420845329761505,
0.414127230644226,
0.391443878412247,
0.347499758005142,
0.298497349023819,
0.2597696185112,
0.238113716244698,
0.22238552570343,
0.204207211732864,
0.187214434146881,
0.174647688865662,
0.160263106226921,
0.146826952695847,
0.134023100137711,
0.124538756906986,
0.112999476492405,
0.103989355266094,
0.0980616435408592,
0.0893676653504372,
0.0832028463482857,
0.0760895907878876,
0.0679488703608513,
0.0635228455066681,
0.0583854913711548,
0.0569628402590752,
0.0539594665169716,
0.0496124774217606,
0.0489011518657207,
0.0481898263096809,
0.0477156117558479,
0.047399464994669,
0.0477946475148201,
0.0448703095316887,
0.0427363328635693,
0.0463719964027405,
0.0470833219587803,
0.045028381049633,
0.0444751270115376,
0.0451864525675774,
0.0416298285126686,
0.0413927175104618,
0.0419459715485573,
0.0351488627493382,
0.0335681401193142,
0.0324616320431232,
0.0311970543116331,
0.0240047629922628,
0.0223450046032667,
0.0235305465757847,
0.0214756056666374,
0.0210013892501593,
0.0206852443516254,
0.0190254859626293,
0.0186303053051233,
0.0166544001549482,
0.0129397008568048,
0.00922500155866146,
0.00448283227160573,
-0.00255093048326671,
-0.00168168800882995,
-0.00112853362224996,
-0.00176071003079414,
-0.00247190846130252,
-0.00199777632951736,
-0.00104951160028577,
-0.00262995273806155,
-0.00120755576062948,
-0.00168168800882995,
-0.00239288643933833,
-0.00239288643933833,
-0.00326212914660573,
-0.00176071003079414,
-0.00373626127839088,
-0.00302506284788251,
-0.00152364396490157,
-0.00231386441737413,
-0.00389430555514991,
-0.00255093048326671,
-0.00176071003079414,
-0.00239288643933833,
-0.00239288643933833,
-0.00215582037344575,
-0.00302506284788251,
-0.00318310689181089,
-0.00255093048326671,
-0.00270897476002574,
-0.00199777632951736,
-0.0031040848698467,
-0.00207679835148156,
-0.0035782172344625,
-0.00334115116856992,
-0.00215582037344575,
-0.00215582037344575,
-0.00286701880395412,
-0.00334115116856992,
-0.00326212914660573,
-0.00255093048326671,
-0.00262995273806155,
-0.00349919521249831,
-0.00239288643933833,
-0.0035782172344625,
-0.00270897476002574,
-0.00373626127839088,
-0.00270897476002574,
-0.00294604082591832,
-0.00270897476002574,
-0.00349919521249831,
-0.00342017319053411,
-0.00286701880395412,
-0.00239288643933833,
-0.00247190846130252,
-0.00326212914660573,
-0.00326212914660573,
-0.00349919521249831,
-0.00334115116856992,
-0.00334115116856992,
-0.00373626127839088,
-0.00342017319053411,
-0.0035782172344625,
-0.00318310689181089,
-0.00381528330035508,
-0.00349919521249831,
-0.00397332757711411,
-0.00365723925642669,
-0.0035782172344625,
-0.00326212914660573,
-0.00436843791976571,
-0.00436843791976571,
-0.00334115116856992,
-0.00278799678198993,
-0.00334115116856992,
-0.00365723925642669,
-0.00318310689181089,
-0.00349919521249831,
-0.0035782172344625,
-0.00262995273806155,
-0.00460550375282764,
-0.00286701880395412,
-0.00365723925642669,
-0.00342017319053411,
-0.00381528330035508,
-0.0035782172344625,
-0.00468452600762248,
-0.00247190846130252,
-0.00428941566497087,
-0.00373626127839088,
-0.00476354779675603,
-0.00397332757711411,
-0.00389430555514991,
-0.00270897476002574,
-0.0045264819636941,
-0.00373626127839088,
-0.00349919521249831,
-0.00397332757711411,
-0.00326212914660573,
-0.0045264819636941,
-0.00365723925642669,
-0.00389430555514991,
-0.00342017319053411,
-0.00239288643933833,
-0.00373626127839088,
-0.00421039387583733,
-0.00389430555514991,
-0.00365723925642669,
-0.00262995273806155,
-0.00381528330035508,
-0.00389430555514991,
-0.00334115116856992,
