AIN0
-0.00349919521249831,
-0.00373626127839088,
-0.00468452600762248,
-0.00397332757711411,
-0.00326212914660573,
-0.00413137162104249,
-0.00436843791976571,
-0.00326212914660573,
-0.00484257005155087,
-0.0031040848698467,
-0.00444745970889926,
-0.00302506284788251,
-0.00421039387583733,
-0.00183973216917366,
-0.00318310689181089,
0,
